[name]ODDAJANJE SOB METKA GRETA KERŠTANJ S.P. |[address]Borovška cesta, 8 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4852725, 13.7939655 |[pref contact] [Telefon: 04 588 55 33] 
[name]MAJERIJA MATEJ TOMAŽIČ S.P. |[address]Slap, 18 |[city]Vipava |[zipcode]5271 |[coordinates]45.8455744, 13.9625431 |[pref contact] [Telefon: 041 405 903] 
[name]Hiša marjetica, sobodajalstvo, Tatjana Markež s.p. |[address]Nasipna ulica, 82 |[city]Maribor |[zipcode]2000 |[coordinates]46.5466122, 15.6542689 |[pref contact] [Elektronska pošta: markeztatjana@gmail.com] 
[name]ANDREJA DROLC - SOBODAJALKA |[address]Stiška vas, 8 |[city]Cerklje na Gorenjskem |[zipcode]4207 |[coordinates]46.2759064, 14.5063397 |[pref contact] [Elektronska pošta: N/A Telefon: (386)40557556] 
[name]TURISTIČNA KMETIJA PRI FLANDRU - MARKO TUŠAR - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Zakojca, 1 |[city]Cerkno |[zipcode]5282 |[coordinates]46.16501539999999, 13.9267938 |[pref contact] [Elektronska pošta: N/A Telefon: (386)53779800] 
[name]ŠTEFANOVA ŠTALA, Zavod za umetnost, kulturo, izobraževanje in organizacijo dejavnosti za aktivno preživljanje prostega časa |[address]Vodnikov trg, 5 |[city]Ljubljana |[zipcode]1000 |[coordinates]46.0504873, 14.5091295 |[pref contact] [Elektronska pošta: N/A Telefon: (386)31345980] 
[name]GOSTINSTVO IN POLNILNICA IZVIRSKE VODE 902, ZAVOLOVŠEK MATEVŽ S.P. |[address]Tirosek, 73 |[city]Gornji Grad |[zipcode]3342 |[coordinates]46.2605114, 14.7025466 |[pref contact] [Telefon: 03 839 46 02, Telefaks: 03 839 46 01] 
[name]KLEPARSTVO IN KROVSTVO MATIJA BOROVNIK s.p. |[address]Topliška cesta, 35 |[city]Brežice |[zipcode]8250 |[coordinates]45.8880374, 15.6344203 |[pref contact] [GSM: 051 31 58 58] 
[name]KLEPARSTVO IN KROVSTVO MATIJA BOROVNIK s.p. |[address]Kranjčeva ulica, 74 |[city]Moravske Toplice |[zipcode]9226 |[coordinates]46.6822409, 16.2172541 |[pref contact] [GSM: 051 31 58 58] 
[name]GOSTIŠČE ''LUNCA'', Tomaž Jaklič s.p. |[address]Zagradec pri Grosupljem, 58 |[city]Grosuplje |[zipcode]1290 |[coordinates]45.9322021, 14.6870981 |[pref contact] [Telefon: 01 7864 781, Elektronska pošta: gostisce.lunca@t-2.net] 
[name]JOŽE RAVBAR - SOBODAJALEC |[address]Smrečnikova ulica, 17 |[city]Novo mesto |[zipcode]8000 |[coordinates]45.7985798, 15.1693144 |[pref contact] [Telefon: 07/3730-680] 
[name]BAR GALEJA, PRIMOŽ ROŽE S.P. |[address]Bazoviška cesta, 11 |[city]Ilirska Bistrica |[zipcode]6250 |[coordinates]45.5639361, 14.2450289 |[pref contact] [GSM: 041/330349] 
[name]ODDAJANJE NEPREMIČNIN, ALEXANDER LIPOVŠEK S.P. |[address]Mesarska cesta, 22 |[city]Ljubljana |[zipcode]1000 |[coordinates]46.0472565, 14.5233878 |[pref contact] [Elektronska pošta: N/A Telefon: (386)41623654] 
[name]GOSTIŠČE CELESTINA MARIJA CELESTINA S.P. |[address]Sopota, 3 |[city]Podkum |[zipcode]1414 |[coordinates]46.0600034, 15.0464042 |[pref contact] [GSM: 031/341 777] 
[name]KMETIJA Z NASTANITVIJO FERJANČIČ BORIS - DOPOLNILNA DEJAVNOST NA KMETIJI |[address]Gradišče pri Vipavi, 11 |[city]Vipava |[zipcode]5271 |[coordinates]45.8349666, 13.9697181 |[pref contact] [Elektronska pošta: osmica.ferjancic@gmail.com Telefon: (386)31892585] 
[name]SONJA KOMAC - SOBODAJALKA |[address]Klanc, 10 |[city]Bovec |[zipcode]5230 |[coordinates]46.338148, 13.5484697 |[pref contact] [Elektronska pošta: apartmaji@komac.si, GSM: 041 910 280] 
[name]GOSTIŠČE ČEŠNAR ZVONKO ERJAVŠEK S.P. |[address]Slovenska cesta, 39 |[city]Cerklje na Gorenjskem |[zipcode]4207 |[coordinates]46.2490596, 14.4858201 |[pref contact] [Telefon: 04-252-91-30] 
[name]MIHA KNAFLIČ - SOBODAJALEC |[address]Savska cesta, 7 |[city]Bled |[zipcode]4260 |[coordinates]46.35719080000001, 14.0955892 |[pref contact] [Elektronska pošta: miha.knaflic@gmail.com Telefon: (386)40226707] 
[name]FRIZERSKI STUDIO MOJ LAS, MOJCA STONIČ S.P. |[address]Tacenska cesta, 80 |[city]Ljubljana |[zipcode]1000 |[coordinates]46.1111867, 14.462365 |[pref contact] [Telefon: 01 512 14 55] 
[name]PODOBA,grafične in reklamne storitve, d.o.o. |[address]Šlandrova ulica, 44 |[city]Rogaška Slatina |[zipcode]3250 |[coordinates]46.24437349999999, 15.6291333 |[pref contact] [GSM: 041-685645, Elektronska pošta: matija@podoba.com] 
[name]ALEŠ KOŠIR - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Borovška cesta, 37 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4847466, 13.790917 |[pref contact] [Telefon: 04 588 15 17, Telefaks: 04 588 15 17] 
[name]LIVOPLAST, tehnične storitve, Vladimir Brašanac s.p. |[address]Cesta na Brdo, 37 |[city]Ljubljana |[zipcode]1000 |[coordinates]46.0451426, 14.472804 |[pref contact] [Elektronska pošta: livoplast.sp@gmail.com] 
[name]JANEZ GROHAR - SOBODAJALEC |[address]Naselje Slavka Černeta, 32 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4870592, 13.7898525 |[pref contact] [Telefon: 04  588 15 07, GSM: 041 521 509] 
[name]APARTMA COKLA ROGLA MATEJ KOTNIK s.p. |[address]Rogla, 38 |[city]Zreče |[zipcode]3214 |[coordinates]46.4511677, 15.3306138 |[pref contact] [GSM: 041506959] 
[name]APARTMA COKLA ROGLA MATEJ KOTNIK s.p. |[address]Šarhova ulica, 19 |[city]Zreče |[zipcode]3214 |[coordinates]46.37191, 15.3853082 |[pref contact] [GSM: 041506959] 
[name]TADEJ PERHAVEC - sobodajalec |[address]Povir, 32 |[city]Sežana |[zipcode]6210 |[coordinates]45.6995279, 13.9315995 |[pref contact] [GSM: 041 743 217, Elektronska pošta: tadej.perhavec@gmail.com] 
[name]RAČUNOVODSKE IN KNJIGOVODSKE DEJAVNOSTI BRANKA MARUŠIČ S.P. |[address]Sela na Krasu, 49 |[city]Kostanjevica na Krasu |[zipcode]5296 |[coordinates]45.8200136, 13.6175066 |[pref contact] [Telefon: 308 05 01, Telefaks: 308 05 01] 
[name]MARIJA SUŠNIK - SOBODAJALKA |[address]Želeška cesta, 3 |[city]Bled |[zipcode]4260 |[coordinates]46.365109, 14.1084205 |[pref contact] [Telefon: 04 574 1731] 
[name]IVANKA JANJUŠEVIĆ, APARTMAJI JANJUŠEVIĆ |[address]Izletniška ulica, 33 |[city]Bled |[zipcode]4260 |[coordinates]46.3480137, 14.1220348 |[pref contact] [Telefon: 04 57 44 835] 
[name]GOLIBAR, človeku prijazna gradnja, Luka Lampret s.p. |[address]Gatina, 23 |[city]Grosuplje |[zipcode]1290 |[coordinates]45.9477029, 14.6845756 |[pref contact] [Spletni naslov: www.golibar.com, GSM: 040 425 202, Elektronska pošta: luka.lampret@golibar.com] 
[name]ISTRA.SI d.o.o., gostinstvo |[address]Gračišče, 1 |[city]Gračišče |[zipcode]6272 |[coordinates]45.5026891, 13.8735148 |[pref contact] [Telefon: 05 657 2003, Spletni naslov: www.razman.si, GSM: 040 708 100, Elektronska pošta: info@razman.si] 
[name]ODDAJANJE SOB IN APARTMAJEV, KLEMEN GLOBOČNIK S.P. |[address]Smerinje, 6 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4832154, 13.7813866 |[pref contact] [GSM: 041 823 102, Elektronska pošta: apartma.brina@gmail.com] 
[name]UROŠ ROŽIČ - SOBODAJALEC, APARTMAJI ROŽIČ |[address]Borovška cesta, 101 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4847781, 13.7797232 |[pref contact] [GSM: 041 917 167, Elektronska pošta: r.surda@gmail.com] 
[name]MILAN ORAŽEM - SOBODAJALEC |[address]Ribenska cesta, 14 |[city]Bled |[zipcode]4260 |[coordinates]46.36556789999999, 14.1175485 |[pref contact] [GSM: 041 253 468, Elektronska pošta: orazem.milan@gmail.com] 
[name]PAULUS, turizem d.o.o. |[address]Grad, 77 |[city]Cerklje na Gorenjskem |[zipcode]4207 |[coordinates]46.2531292, 14.4868829 |[pref contact] [Telefaks: 04/252 86 87, Spletni naslov: www.apartmaji-paula.si, GSM: (386) 41705571, Elektronska pošta: info@apartmaji-paula.si] 
[name]Go-To ŠAJNA Gostinstvo, turizem in trgovina d.o.o. |[address]Šepulje, 4 |[city]Sežana |[zipcode]6210 |[coordinates]45.750779, 13.8685972 |[pref contact] [Elektronska pošta: N/A Telefon: (386)40569666] 
[name]IVANKA CVETEK - NOSILKA DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Srednja vas v Bohinju, 22 |[city]Srednja vas v Bohinju |[zipcode]4267 |[coordinates]46.2969771, 13.9250317 |[pref contact] [Elektronska pošta: uncnek@gmail.com Telefon: (386)31422097] 
[name]Smučka, turizem in storitve, Janko Jakelj, s.p. |[address]Smerinje, 8 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.48363430000001, 13.7808786 |[pref contact] [GSM: 070 133 769, Elektronska pošta: jakelj.janko@gmail.com] 
[name]Smučka, turizem in storitve, Janko Jakelj, s.p. |[address]Smerinje, 8 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.48363430000001, 13.7808786 |[pref contact] [GSM: 070 133 769, Elektronska pošta: jakelj.janko@gmail.com] 
[name]MARJA MAJER CUK - SOBODAJALKA |[address]Hudinja, 103 |[city]Vitanje |[zipcode]3205 |[coordinates]46.4200367, 15.3251907 |[pref contact] [Elektronska pošta: N/A Telefon: (386)31309090] 
[name]FRANC JELUŠIČ - TURISTIČNA KMETIJA PRI FILETU |[address]Slope, 20 |[city]Kozina |[zipcode]6240 |[coordinates]45.593003, 13.9407651 |[pref contact] [Telefon: 05 680 2016] 
[name]DIJAŠKI DOM DRAVA MARIBOR |[address]Smetanova ulica, 67 |[city]Maribor |[zipcode]2000 |[coordinates]46.5609707, 15.631367 |[pref contact] [Elektronska pošta: info@dddrava.si, Telefon: 02 234 81 50, Telefaks: 02 234 81 70] 
[name]BIOTEHNIŠKI IZOBRAŽEVALNI CENTER LJUBLJANA |[address]Prušnikova ulica, 74 |[city]Ljubljana - Šentvid |[zipcode]1210 |[coordinates]46.0962575, 14.4674921 |[pref contact] [Elektronska pošta: kult316@bic-lj.si Telefon: (386)12355260] 
[name]HOSTEL HILDEGARDEN Padovan Polona s.p. |[address]Rutarjeva ulica, 14 |[city]Tolmin |[zipcode]5220 |[coordinates]46.18382990000001, 13.7370292 |[pref contact] [Elektronska pošta: info@hostel-hildegarden.com Telefon: (386)51205151] 
[name]BLAŽ TELBAN - SOBODAJALEC |[address]Slovenska cesta, 51 |[city]Ljubljana |[zipcode]1000 |[coordinates]46.0556131, 14.5048633 |[pref contact] [Elektronska pošta:  Telefon: N/A] 
[name]LUKA SKUBER - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Zgornje Jezersko, 77 |[city]Zgornje Jezersko |[zipcode]4206 |[coordinates]46.39404070000001, 14.4979088 |[pref contact] [GSM: 040 605 948, Elektronska pošta: luka.skuber@siol.net] 
[name]KMETIJSKI INŠTITUT SLOVENIJE |[address]Ukanc, 46 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.2767639, 13.8283013 |[pref contact] [Telefon: 01 280 52 62, Telefaks: 01 280 52 55] 
[name]LUKA SKUBER - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Zgornje Jezersko, 77 |[city]Zgornje Jezersko |[zipcode]4206 |[coordinates]46.39404070000001, 14.4979088 |[pref contact] [GSM: 040 605 948, Elektronska pošta: luka.skuber@siol.net] 
[name]KMETIJSKI INŠTITUT SLOVENIJE |[address]Vivantijeva ulica, 5 |[city]Piran - Pirano |[zipcode]6330 |[coordinates]45.52959070000001, 13.5654566 |[pref contact] [Telefon: 01 280 52 62, Telefaks: 01 280 52 55] 
[name]SINDIKAT MINISTRSTVA ZA OBRAMBO |[address]Topliška cesta, 35 |[city]Brežice |[zipcode]8250 |[coordinates]45.8880374, 15.6344203 |[pref contact] [Elektronska pošta: N/A Telefon: (386)31705403] 
[name]RUPERT LIBUŠKA S.P. GOSTIŠČE PRI ŽUPANU |[address]Loška cesta, 78 |[city]Žiri |[zipcode]4226 |[coordinates]46.05730639999999, 14.109457 |[pref contact] [GSM: 031 686 089] 
[name]GARNI STRAŠEK VIKTOR STRAŠEK S.P. |[address]Senčna pot, 4 |[city]Portorož - Portorose |[zipcode]6320 |[coordinates]45.5140041, 13.5967208 |[pref contact] [Elektronska pošta: alenka.strasek@gmail.com Telefon: ] 
[name]TECHNO BERGLEZ, trgovina, storitve, marketing, d.o.o. |[address]Puštal, 138 |[city]Škofja Loka |[zipcode]4220 |[coordinates]46.1564594, 14.3132719 |[pref contact] [Elektronska pošta: techno.hifi@siol.net Telefon: (386)31777700] 
[name]TECHNO BERGLEZ, trgovina, storitve, marketing, d.o.o. |[address]Puštal, 138 |[city]Škofja Loka |[zipcode]4220 |[coordinates]46.1564594, 14.3132719 |[pref contact] [Elektronska pošta: techno.hifi@siol.net Telefon: (386)31777700] 
[name]TECHNO BERGLEZ, trgovina, storitve, marketing, d.o.o. |[address]Gerečja vas, 91 |[city]Hajdina |[zipcode]2288 |[coordinates]46.42085470000001, 15.8083131 |[pref contact] [Elektronska pošta: techno.hifi@siol.net Telefon: (386)31777700] 
[name]IVAN MURI - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Zgornje Jezersko, 151 |[city]Zgornje Jezersko |[zipcode]4206 |[coordinates]46.39404070000001, 14.4979088 |[pref contact] [Telefon: 04 2541 146, Telefaks: 04 2541-146, Elektronska pošta: ancel@volja.net] 
[name]BOJAN PETEK - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Tirosek, 37 |[city]Gornji Grad |[zipcode]3342 |[coordinates]46.2698018, 14.7342467 |[pref contact] [Elektronska pošta: jelka.p70@gmail.com Telefon: (386)31783963] 
[name]M.B.L. d.o.o., logistične storitve |[address]Trg golobarskih žrtev, 43 |[city]Bovec |[zipcode]5230 |[coordinates]46.3374611, 13.5529088 |[pref contact] [Telefon: 05-6625 202, Telefaks: 05-6625 201, Elektronska pošta: ERNEST.PASUTTO@MBL.SI] 
[name]DRUŠTVO CIVILNIH INVALIDOV VOJN DOLENJSKE, BELE KRAJINE IN POSAVJA NOVO MESTO |[address]Topliška cesta, 35 |[city]Brežice |[zipcode]8250 |[coordinates]45.8880374, 15.6344203 |[pref contact] [Telefon: 07-33-21-540] 
[name]KUR-ANT PREVOZI,STORITVE,POSREDNIŠTVO ANDREJ TUŠAR S.P. |[address]Reka, 1 |[city]Cerkno |[zipcode]5282 |[coordinates]46.1102162, 13.9329327 |[pref contact] [Telefon: 05 374 41 00, GSM: 041 475 613, Elektronska pošta: kurant@siol.net] 
[name]ELEKTRO SKERBINEK JANEZ SKERBINEK S.P. |[address]Ogljarska ulica, 12 |[city]Zreče |[zipcode]3214 |[coordinates]46.374126, 15.3844002 |[pref contact] [Telefon: 041 785 336, Elektronska pošta: elektro.skerbinek@siol.net] 
[name]POLŽEK - DRUŠTVO ZA OTROKE S POSEBNIMI POTREBAMI |[address]Ulica ob igrišču, 3 |[city]Moravske Toplice |[zipcode]9226 |[coordinates]46.68729279999999, 16.2164565 |[pref contact] [Telefon: 040-718-646, Telefon: 07-30-23-526] 
[name]OSNOVNA ŠOLA MINKE NAMESTNIK-SONJE SLOVENSKA BISTRICA |[address]Obrtna ulica, 30 |[city]Izola - Isola |[zipcode]6310 |[coordinates]45.5279205, 13.6650103 |[pref contact] [Telefon: 02/80-50-471, Telefon: 02/80-50-470, Elektronska pošta: info@osminka.si] 
[name]ALEKSANDRA JEGLIČ - SOBODAJALKA, APARTMA NAGELJ |[address]Kranjčeva ulica, 12 |[city]Moravske Toplice |[zipcode]9226 |[coordinates]46.6832125, 16.2200075 |[pref contact] [GSM: 051 410 937, Elektronska pošta: jeglicsandra@gmail.com] 
[name]ALEKSANDRA JEGLIČ - SOBODAJALKA, APARTMA NAGELJ |[address]Kranjčeva ulica, 12 |[city]Moravske Toplice |[zipcode]9226 |[coordinates]46.6832125, 16.2200075 |[pref contact] [GSM: 051 410 937, Elektronska pošta: jeglicsandra@gmail.com] 
[name]GOSTILNA MEGLIČ MARTIN MEGLIČ S.P. |[address]Lukovek, 21 |[city]Trebnje |[zipcode]8210 |[coordinates]45.9078751, 15.081638 |[pref contact] [Telefon: 07 30 44 551, Spletni naslov: www.gostilna-meglic.si, Elektronska pošta: gostilna.meglic@siol.net] 
[name]UNIVERZA V LJUBLJANI, FAKULTETA ZA GRADBENIŠTVO IN GEODEZIJO |[address]Čičare, 9 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4889869, 13.7964575 |[pref contact] [Telefon: 01 476 85 08, Telefaks: 01 425 06 81, Elektronska pošta: tajnistvo@fgg.uni-lj.si] 
[name]SINDIKAT DELAVCEV V PRAVOSODJU |[address]Ledine, 11 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4863151, 13.7874857 |[pref contact] [Elektronska pošta: marusa.dolenc76@gmail.com Telefon: ] 
[name]HEBERLE RAJKO - SOBODAJALEC |[address]Ljubljanska cesta, 31 |[city]Bled |[zipcode]4260 |[coordinates]46.36756399999999, 14.1214365 |[pref contact] [Telefon: 04 574 34 74] 
[name]VESNA ODAR - SOBODAJALKA |[address]Stara Fužina, 252 |[city]Bohinjsko jezero |[zipcode]4265 |[coordinates]46.288666, 13.894894 |[pref contact] [Elektronska pošta: vesna.odar1@gmail.com Telefon: (386)31465754] 
[name]DEAN LEBAN - SOBODAJALEC |[address]Naselje Slavka Černeta, 9 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.48619559999999, 13.7909638 |[pref contact] [GSM: 041 377 269] 
[name]Hotelske storitve, Alexandra Tschaschel s.p. |[address]Ulica IX. korpusa, 26 |[city]Piran - Pirano |[zipcode]6330 |[coordinates]45.5291741, 13.5697651 |[pref contact] [Elektronska pošta: info@maxpiran.com Telefon: (386)41692928] 
[name]GOSTILNA PROSNIK, MARIJA JERIČ S.P. |[address]Hardek, 34 |[city]Ormož |[zipcode]2270 |[coordinates]46.4083952, 16.1578472 |[pref contact] [Elektronska pošta: janez.prosnik@gmail.com Telefon: (386)27401821] 
[name]ABECEDARIUM, poučevanje in prevajanje, IRENA ŠVAGELJ FAJAN S.P. |[address]Partizanska cesta, 55 |[city]Bled |[zipcode]4260 |[coordinates]46.3802315, 14.1070214 |[pref contact] [Elektronska pošta: irena.svagelj@gmail.com Telefon: (386)41955771] 
[name]EKO NORDIK, kmetijstvo, gostinstvo, trgovina, izobraževanje d.o.o. |[address]Mestni Vrh, 30 |[city]Ptuj |[zipcode]2250 |[coordinates]46.4524462, 15.8728454 |[pref contact] [Elektronska pošta: mitja.rozman@ekopiran.si Telefon: (386)41776576] 
[name]SAŠO RUS - SOBODAJALEC |[address]Hudinja, 114 |[city]Vitanje |[zipcode]3205 |[coordinates]46.4410013, 15.3168149 |[pref contact] [Telefon: 03 714 02 80, Telefaks: 03 714 02 81, Elektronska pošta: saso.kerus@siol.net] 
[name]MIRKO FEKONJA - SOBODAJALEC |[address]Pod hribom, 12 |[city]Bled |[zipcode]4260 |[coordinates]46.387934, 14.0994208 |[pref contact] [GSM: 051 429 534, Elektronska pošta: fekonja.miro5@gmail.com] 
[name]DRAVSKE ELEKTRARNE MARIBOR d.o.o. |[address]Legen, 252 |[city]Šmartno pri Slovenj Gradcu |[zipcode]2383 |[coordinates]46.5139742, 15.183971 |[pref contact] [Telefon: 02-300-50-00      , Telefaks: 02-300-56-55      , Elektronska pošta: DEM@DEM.SI] 
[name]UNIVERZA V MARIBORU Ekonomsko-poslovna fakulteta |[address]Celjska cesta, 8 |[city]Rogaška Slatina |[zipcode]3250 |[coordinates]46.2388539, 15.6351967 |[pref contact] [Elektronska pošta: N/A Telefon: N/A] 
[name]UNIVERZA V MARIBORU Ekonomsko-poslovna fakulteta |[address]Rogla, 49 |[city]Zreče |[zipcode]3214 |[coordinates]46.4514602, 15.3277011 |[pref contact] [Elektronska pošta: N/A Telefon: N/A] 
[name]DRAVSKE ELEKTRARNE MARIBOR d.o.o. |[address]Rogla, 1 |[city]Zreče |[zipcode]3214 |[coordinates]46.4558202, 15.337019 |[pref contact] [Telefon: 02-300-50-00      , Telefaks: 02-300-56-55      , Elektronska pošta: DEM@DEM.SI] 
[name]GOSTILNA ČATER SABINA ČATER s.p. |[address]Marija Gradec, 34 |[city]Laško |[zipcode]3270 |[coordinates]46.144741, 15.2426441 |[pref contact] [Telefon: 03-734-0680] 
[name]POLICIJSKI SINDIKAT SLOVENIJE - PSS |[address]Topliška cesta, 35 |[city]Brežice |[zipcode]8250 |[coordinates]45.8880374, 15.6344203 |[pref contact] [Elektronska pošta: INFO@PSS-SLO.ORG Telefon: N/A] 
[name]GASSPAR INVEST, upravljanje z nepremičninami d.o.o. |[address]Obala, 144 |[city]Portorož - Portorose |[zipcode]6320 |[coordinates]45.5017697, 13.606613 |[pref contact] [Elektronska pošta: gasspar@siol.net] 
[name]POLICIJSKI SINDIKAT SLOVENIJE - PSS |[address]Ulica ob igrišču, 3 |[city]Moravske Toplice |[zipcode]9226 |[coordinates]46.68729279999999, 16.2164565 |[pref contact] [Elektronska pošta: INFO@PSS-SLO.ORG Telefon: N/A] 
[name]POLICIJSKI SINDIKAT SLOVENIJE - PSS |[address]Topliška cesta, 35 |[city]Brežice |[zipcode]8250 |[coordinates]45.8880374, 15.6344203 |[pref contact] [Elektronska pošta: INFO@PSS-SLO.ORG Telefon: N/A] 
[name]GOSTIŠČE ALEKSANDER, Igor Smodiš s.p. |[address]Rumičev breg, 83 |[city]Moravske Toplice |[zipcode]9226 |[coordinates]46.70964739999999, 16.2476769 |[pref contact] [Telefon: 02 548 1965] 
[name]GOSTILNA PRI MARTINU JANEZ HROVAT S.P. |[address]Borovška cesta, 61 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4855224, 13.7880223 |[pref contact] [Elektronska pošta: gostilnaprimartinu@gmail.com Telefon: (386)45820300] 
[name]GOSTILNA PRI MARTINU JANEZ HROVAT S.P. |[address]Borovška cesta, 93 |[city]Kranjska Gora |[zipcode]4280 |[coordinates]46.4842374, 13.7825974 |[pref contact] [Elektronska pošta: gostilnaprimartinu@gmail.com Telefon: (386)45820300] 
[name]GOSTILNA PRI MARTINU JANEZ HROVAT S.P. |[address]Vršiška cesta, 0 |[city]Neopredeljeno |[zipcode]0 |[coordinates]46.4854632, 13.7898929 |[pref contact] [Elektronska pošta: gostilnaprimartinu@gmail.com Telefon: (386)41623701] 
[name]DRUZOVIČ MARJAN - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Drbetinci, 26 |[city]Vitomarci |[zipcode]2255 |[coordinates]46.5422567, 15.9290637 |[pref contact] [GSM: 041/728-941] 
[name]ANTON JAKLJEVIČ - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Grabrovec, 1 |[city]Metlika |[zipcode]8330 |[coordinates]45.668696, 15.3112704 |[pref contact] [Telefon: 07-30-58-685, Telefon: 041-543-999] 
[name]EKOLOŠKA TURISTIČNA KMETIJA '' PRI PLAJERJU'' - STANKA PRETNER - NOSILKA DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Trenta, 16 |[city]Soča |[zipcode]5232 |[coordinates]46.3727579, 13.741186 |[pref contact] [Telefon: 05 388 92 09] 
[name]MICA POTICA, oddaja nepremičnin in storitve, Barbara Paliska s.p. |[address]Velika Planina, 34 |[city]Stahovica |[zipcode]1242 |[coordinates]46.303566, 14.6287801 |[pref contact] [Telefon: 031 398 594, Elektronska pošta: b.paliska@gmail.com] 
[name]Zavod za gozdove Slovenije |[address]Kozarišče, 78 |[city]Stari trg pri Ložu |[zipcode]1386 |[coordinates]45.6844221, 14.4713545 |[pref contact] [Telefon: 01 470 00 50, Telefaks: 01 423 53 61, Elektronska pošta: ZGS.TAJNISTVO@ZGS.SI] 
[name]VINSKA HIŠA BJANA PETRA SIRK - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Biljana, 38 |[city]Dobrovo v Brdih |[zipcode]5212 |[coordinates]45.9977299, 13.5341736 |[pref contact] [Elektronska pošta: bjana@siol.net Telefon: (386)31339931] 
[name]ŠPORTNE DEJAVNOSTI, MATJAŽ SILIČ, S.P. |[address]Jelovška cesta, 18 |[city]Bled |[zipcode]4260 |[coordinates]46.3605666, 14.1132418 |[pref contact] [GSM: 041 632-664] 
[name]AVTOPREVOZNIŠTVO ROBERT ŽAGAR S.P. |[address]Premančan, 25 |[city]Ankaran - Ancarano |[zipcode]6280 |[coordinates]45.5840639, 13.7714082 |[pref contact] [Telefon: 05-384-55-33, Telefaks: 05-384-55-34] 
[name]OŠTERIJA S PRENOČIŠČI, DEVAN GOMBAČ S.P. |[address]Dane pri Divači, 2 |[city]Divača |[zipcode]6215 |[coordinates]45.6509437, 13.9840566 |[pref contact] [GSM: 040 508 811] 
[name]ALENKA KORPNIK - NOSILKA DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Primož pri Ljubnem, 79 |[city]Ljubno ob Savinji |[zipcode]3333 |[coordinates]46.3600419, 14.8098682 |[pref contact] [GSM: 031 630 476] 
[name]GOSTIŠČE FELICIJAN - SIMONA FELICIJAN S.P. |[address]Radna, 31 |[city]Boštanj |[zipcode]8294 |[coordinates]46.0066449, 15.2919573 |[pref contact] [Telefon: 07 81 41 612] 
[name]PLANINSKO DRUŠTVO CERKNO |[address]Porezen, 19 |[city]Podbrdo |[zipcode]5243 |[coordinates]46.17914529999999, 13.9760658 |[pref contact] [Elektronska pošta: damjana.cadez@gov.si Telefon: (386)59944759] 
[name]KIRBIŠ NINO - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI |[address]Pesnica pri Mariboru, 53 |[city]Pesnica pri Mariboru |[zipcode]2211 |[coordinates]46.6055961, 15.670356 |[pref contact] [Elektronska pošta: N/A Telefon: (386)31624562] 
[name]ZVEZA DRUŠTEV CIVILNIH INVALIDOV VOJN SLOVENIJE |[address]Jadranska cesta, 25 |[city]Ankaran - Ancarano |[zipcode]6280 |[coordinates]45.578118, 13.7336981 |[pref contact] [Telefon: 315 935] 
[name]JAVNI ZAVOD ZA TURIZEM, ŠPORT, MLADINSKE IN SOCIALNE PROGRAME SPOTUR SLOVENJ GRADEC |[address]Ozare, 18 |[city]Slovenj Gradec |[zipcode]2380 |[coordinates]46.5138879, 15.0768086 |[pref contact] [Elektronska pošta: info@spotur.si] 
[name]MOJCA GREŠAK - SOBODAJALKA |[address]Podvrh, 99 |[city]Braslovče |[zipcode]3314 |[coordinates]46.3029885, 15.0204357 |[pref contact] [GSM: 031 360 253, Elektronska pošta: gremojca@gmail.com] 
[name]PAL JERNEJ S.P., GOSTIŠČE PRI TREH LIPAH |[address]Videm pri Ptuju, 48 |[city]Videm pri Ptuju |[zipcode]2284 |[coordinates]46.3689513, 15.9019216 |[pref contact] [GSM: 040 163 113] 
